Area Name,Date,# of Hunters,# of Ducks,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Duck Harvest,#2 Duck Harvest,#1 Duck Species,#2 Duck Species
GRIZZLY ISLAND,11/26,98,59,62,0.60,0.03,0.63,25,8,SHOV,PNTL
GRIZZLY ISLAND,11/29,173,59,60,0.34,0.01,0.35,15,14,MALL,SHOV
GRIZZLY ISLAND,11/30,105,25,26,0.24,0.01,0.25,7,5,SHOV,MALL
HONEY LAKE-DAKIN,11/26,37,60,63,1.62,0.08,1.70,25,16,MALL,AMWI
HONEY LAKE-DAKIN,11/29,50,55,61,1.10,0.12,1.22,14,13,MALL,AMWI
HONEY LAKE-DAKIN,11/30,37,21,36,0.57,0.41,0.97,4,4,GADW,PNTL
HONEY LAKE-FLEMING,11/26,74,41,43,0.55,0.03,0.58,19,18,MALL,SHOV
HONEY LAKE-FLEMING,11/29,68,13,14,0.19,0.01,0.21,5,5,GADW,SHOV
HONEY LAKE-FLEMING,11/30,42,7,7,0.17,,0.17,3,2,GADW,MALL
KERN,11/26,74,272,280,3.68,0.11,3.78,88,65,SHOV,GADW
KERN,11/29,78,221,222,2.83,,2.85,65,64,GADW,SHOV
KESTERSON,11/26,29,24,30,0.83,0.21,1.03,13,6,SHOV,GWTL
KESTERSON,11/29,50,22,29,0.44,0.14,0.58,10,6,GWTL,SHOV
KESTERSON,11/30,21,56,56,2.67,,2.67,13,10,RNDU,GWTL
LOS BANOS,11/26,55,52,52,0.95,,0.95,13,12,MALL,SHOV
LOS BANOS,11/29,87,69,70,0.79,0.01,0.80,17,16,MALL,GWTL
LOS BANOS,11/30,54,108,109,2.00,0.02,2.02,26,26,SHOV,RNDU
MENDOTA,11/26,93,66,68,0.71,0.02,0.73,22,19,MALL,SHOV
MENDOTA,11/29,239,137,143,0.57,0.03,0.60,29,27,MALL,SHOV
MENDOTA,11/30,185,151,157,0.82,0.03,0.85,37,33,GWTL,MALL
MERCED,11/26,24,31,31,1.29,,1.29,8,6,MALL,GWTL
MERCED,11/29,28,60,75,2.14,0.54,2.68,40,8,MALL,GADW
NORTH FRIETAS,11/26,1,4,4,4.00,,4.00,3,1,MALL,SHOV
NORTH FRIETAS,11/29,10,22,22,2.20,,2.20,20,1,MALL,SHOV
NORTH FRIETAS,11/30,0,0,0,,,,0,0,,
SOUTH FRIETAS,11/26,4,5,5,1.25,,1.25,4,1,MALL,GWTL
SOUTH FRIETAS,11/29,16,9,9,0.56,,0.56,8,1,MALL,GADW
SOUTH FRIETAS,11/23,11,7,7,0.64,,0.64,2,2,GWTL,RNDU
SALT SLOUGH (NO.GL),11/26,29,22,22,0.76,,0.76,11,9,MALL,GWTL
SALT SLOUGH (NO.GL),11/29,29,12,13,0.41,0.03,0.45,7,2,MALL,WDDU
SALT SLOUGH (NO.GL),11/30,20,23,24,1.15,0.05,1.20,11,4,MALL,GWTL
SALTON SEA NWR,11/26,13,5,6,0.38,0.08,0.46,2,2,GWTL,SHOV
SALTON SEA NWR,11/29,13,11,11,0.85,,0.85,3,2,AMWI,GWTL
SALTON SEA NWR,11/30,5,0,0,,,,0,0,,
SACRAMENTO,11/26,132,161,183,1.22,0.17,1.39,41,24,SHOV,GADW
SACRAMENTO,11/29,183,195,217,1.07,0.12,1.19,34,33,SHOV,MALL
SACRAMENTO,11/30,97,284,304,2.93,0.21,3.13,64,64,AMWI,GWTL
SAN LUIS,11/26,45,22,22,0.49,,0.49,7,6,GWTL,SHOV
SAN LUIS,11/29,81,47,47,0.58,,0.58,14,14,MALL,GWTL
SAN LUIS,11/30,37,66,66,1.78,,1.78,32,13,GWTL,MALL
SHASTA VALLEY,11/26,22,38,39,1.73,0.05,1.77,21,8,GWTL,MALL
SHASTA VALLEY,11/29,66,49,49,0.74,,0.74,31,8,GWTL,MALL
SHASTA VALLEY,11/30,37,6,6,0.16,,0.16,2,2,PNTL,GWTL
SUTTER,11/26,68,61,66,0.90,0.07,0.97,30,8,MALL,GADW
SUTTER,11/29,78,153,156,1.96,0.04,2.00,43,38,GWTL,MALL
SUTTER,11/30,84,65,77,0.77,0.14,0.92,29,10,MALL,AMWI
VOLTA,11/26,19,2,74,0.11,,3.89,1,1,MALL,GADW
VOLTA,11/29,14,16,40,1.14,0.07,2.86,11,2,GWTL,SHOV
VOLTA,11/30,13,10,31,0.77,,2.38,4,3,SHOV,CINT
WILLOW CREEK,11/26,0,0,0,,,,0,0,,
WILLOW CREEK,11/29,2,32,3,1.50,,1.50,1,1,MALL,GOLD
WILLOW CREEK,11/30,3,3,3,1.00,,1.00,1,1,MALL,GADW
WISTER,11/26,100,198,227,1.98,0.29,2.27,75,34,AMWI,GWTL
WISTER,11/29,178,214,249,1.20,0.20,1.40,63,48,AMWI,GWTL
WISTER,11/30,93,25,45,0.27,0.22,0.48,6,5,SHOV,RUDD
YOLO,11/26,88,57,57,0.65,,0.65,22,7,SHOV,PNTL
YOLO,11/29,120,107,111,0.89,0.03,0.93,37,14,GWTL,MALL
YOLO,11/30,112,46,55,0.41,0.08,0.49,11,8,SHOV,RNDU
WEST BEAR CREEK,11/29,34,124,124,3.65,,3.65,75,41,MALL,WDDU
WEST BEAR CREEK,11/30,34,82,87,2.41,0.15,2.56,32,28,GWTL,MALL
ASH CREEK,12/3,7,4,4,0.57,,0.57,3,1,MALL,PNTL
ASH CREEK,12/6,11,16,17,1.45,0.09,1.55,8,3,MALL,GADW
ASH CREEK,12/7,5,11,12,2.20,0.20,2.40,5,2,MALL,GWTL
BUTTE VALLEY,12/3,22,63,65,2.86,0.09,2.95,19,14,MALL,AMWI
BUTTE VALLEY,12/6,13,6,6,0.46,0.08,0.54,2,2,PNTL,SHOV
BUTTE VALLEY,12/7,16,27,27,1.69,,1.69,9,16,SHOV,AMWI
FINNEY-RAMER,12/3,3,4,4,1.33,,1.33,2,2,GWTL,SHOV
FINNEY-RAMER,12/4,2,1,1,0.50,,0.50,1,0,GWTL,
FINNEY-RAMER,12/5,4,8,8,2.00,,2.00,4,3,GWTL,SHOV
FINNEY-RAMER,12/6,6,11,11,1.83,,1.83,6,3,GWTL,SHOV
FINNEY-RAMER,12/7,3,1,1,0.33,,0.33,1,0,SHOV,
COLUSA,12/3,67,96,99,1.43,0.04,1.48,21,20,RNDU,MALL
COLUSA,12/6,86,132,134,1.53,0.02,1.56,39,20,GADW,MALL
COLUSA,12/7,78,93,96,1.19,0.04,1.23,31,17,SHOV,MALL
GADWALL (NO.GL),12/3,24,71,71,2.96,,2.96,25,24,GWTL,SHOV
GADWALL (NO.GL),12/5,4,10,0,2.50,,2.50,0,0,SHOV,
GADWALL (NO.GL),12/6,27,98,100,3.63,0.07,3.70,32,30,GWTL,SHOV
GADWALL (NO.GL),12/7,35,53,53,1.51,,1.51,16,16,GWTL,SHOV
GRIZZLY ISLAND,12/3,125,55,58,0.44,0.02,0.46,13,12,MALL,AMWI
GRIZZLY ISLAND,12/6,152,154,165,1.01,0.07,1.09,70,16,SHOV,GADW
GRIZZLY ISLAND,12/7,92,60,82,0.65,,0.89,25,23,SHOV,MALL
HONEY LAKE-DAKIN,12/3,50,88,102,1.76,0.28,2.04,27,26,MALL,GADW
HONEY LAKE-DAKIN,12/6,29,35,41,1.21,0.21,1.41,15,5,MALL,PNTL
HONEY LAKE-DAKIN,12/7,21,69,74,3.29,0.24,3.52,20,17,GADW,MALL
HONEY LAKE-FLEMING,12/3,53,82,84,1.55,0.04,1.58,19,18,MALL,GADW
HONEY LAKE-FLEMING,12/6,40,73,73,1.83,,1.83,32,14,MALL,GADW
HONEY LAKE-FLEMING,12/7,37,51,55,1.38,0.11,1.49,25,8,MALL,GADW
HOWARD SLOUGH (UBB),12/3,52,53,53,1.02,,1.02,20,11,MALL,WDDU
HOWARD SLOUGH (UBB),12/6,64,36,36,0.56,,0.56,14,8,MALL,SHOV
HOWARD SLOUGH (UBB),12/7,43,76,87,1.77,0.26,2.02,17,16,GWTL,MALL
KESTERSON,12/3,37,101,107,2.73,0.16,2.89,23,20,GWTL,RNDU
KESTERSON,12/6,58,68,69,1.17,0.02,1.19,24,20,MALL,GWTL
KESTERSON,12/7,41,19,19,0.46,,0.46,5,3,GWTL,GADW
LITTLE DRY CR. (UBB),12/3,97,144,145,1.48,0.01,1.50,55,18,MALL,GWTL
LITTLE DRY CR. (UBB),12/6,92,183,190,1.99,0.08,2.07,44,34,MALL,GWTL
LITTLE DRY CR. (UBB),12/7,94,153,161,1.63,0.09,1.71,35,34,MALL,GWTL
LLANO SECO (UBB),12/3,37,60,61,1.62,0.03,1.65,16,15,MALL,AMWI
LLANO SECO (UBB),12/6,27,37,38,1.37,0.04,1.41,9,7,SHOV,MALL
LLANO SECO (UBB),12/7,48,173,177,3.60,0.08,3.69,48,42,AMWI,GWTL
LOS BANOS,12/3,120,176,177,1.47,0.008,1.48,59,33,MALL,GWTL
LOS BANOS,12/5,77,10,0,,,,0,0,,
LOS BANOS,12/6,135,156,160,1.16,0.03,1.19,51,39,GWTL,SHOV
LOS BANOS,12/7,76,78,83,1.03,0.07,1.09,29,18,MALL,GWTL
MENDOTA,12/3,187,318,324,1.70,0.03,1.73,59,52,RNDU,SHOV
MENDOTA,12/5,56,0,0,,,,0,0,,
MENDOTA,12/6,248,320,330,1.29,0.04,1.33,87,79,GWTL,SHOV
MENDOTA,12/7,147,63,65,0.43,0.01,0.44,14,14,MALL,GWTL
MERCED,12/3,27,81,81,3.00,,3.00,59,6,MALL,GADW
MERCED,12/6,29,87,92,3.00,0.17,3.17,52,14,MALL,SHOV
NORTH FRIETAS,12/3,5,11,11,2.20,,2.20,5,3,GWTL,MALL
NORTH FRIETAS,12/6,9,4,4,0.44,,0.44,4,0,MALL,
NORTH FRIETAS,12/7,17,21,23,1.24,0.12,1.35,0,0,MALL,GWTL
SOUTH FRIETAS,12/3,15,11,12,0.73,0.07,0.80,6,4,MALL,SHOV
SOUTH FRIETAS,12/6,222,3,3,0.20,0.10,0.30,1,1,MALL,
SOUTH FRIETAS,12/7,15,3,4,0.20,0.07,0.27,1,1,CINT,SHOV
SALT SLOUGH (NO.GL),12/3,32,76,76,2.38,,2.38,41,9,MALL,GWTL
SALT SLOUGH (NO.GL),12/5,12,0,0,,,,0,0,PNTL,
SALT SLOUGH (NO.GL),12/6,36,74,74,2.06,,2.06,35,16,MALL,
SALT SLOUGH (NO.GL),12/7,33,49,49,1.48,,1.48,24,13,MALL,SHOV
SALTON SEA NWR,12/3,9,3,18,0.33,1.67,2.00,3,0,CINT,
SALTON SEA NWR,12/6,20,2,8,0.10,0.30,0.40,2,0,GWTL,
SALTON SEA NWR,12/7,13,0,10,0.77,0.77,0.77,0,0,,
SACRAMENTO,12/3,184,390,426,2.12,0.20,2.32,92,86,MALL,SHOV
SACRAMENTO,12/6,198,451,475,2.28,0.12,2.40,129,77,SHOV,GADW
SACRAMENTO,12/7,176,377,396,2.14,0.11,2.25,77,69,MALL,AMWI
SAN LUIS,12/3,48,123,123,2.56,,2.56,36,23,GWTL,RNDU
SAN LUIS,12/6,42,72,80,1.71,,1.90,30,16,SHOV,MALL
SAN LUIS,12/7,58,51,54,0.88,,0.93,19,15,GWTL,SHOV
SHASTA VALLEY,12/3,26,77,81,2.96,0.15,3.12,24,16,MALL,RNDU
SHASTA VALLEY,12/6,24,29,29,1.21,,1.21,8,7,GWTL,AMWI
SHASTA VALLEY,12/7,46,23,23,0.50,,0.50,8,5,MALL,PNTL
VOLTA,12/3,19,16,56,0.84,,2.95,7,5,SHOV,MALL
VOLTA,12/6,37,39,63,1.05,,1.70,10,8,MALL,SHOV
VOLTA,12/7,16,2,18,0.13,,1.13,2,0,MALL,
WILLOW CREEK,12/3,0,0,0,,,,10,0,,
WILLOW CREEK,12/6,1,0,0,,,,0,0,,
WILLOW CREEK,12/7,0,0,0,,,,0,0,,
WISTER,12/3,128,177,197,1.38,0.16,1.54,45,39,GWTL,AMWI
WISTER,12/6,229,218,239,0.95,0.09,1.04,59,44,GWTL,PNTL
WISTER,12/7,77,44,64,0.57,0.26,0.83,13,11,GADW,AMWI
YOLO,12/3,103,77,87,0.75,,0.84,23,16,MALL,PNTL
YOLO,12/6,131,124,142,0.95,0.14,1.08,34,25,SHOV,RUDD
YOLO,12/7,103,77,105,0.75,0.27,1.02,23,13,SHOV,RUDD
WEST BEAR CREEK,12/3,26,76,82,2.92,0.23,3.15,49,8,MALL,GADW
WEST BEAR CREEK,12/6,36,58,59,1.61,0.03,1.64,38,9,MALL,WDDU
WEST BEAR CREEK,12/7,27,21,21,0.78,,0.78,17,3,MALL,WDDU
ASH CREEK,12/10,9,13,21,1.44,0.89,2.33,8,2,MALL,AMWI
ASH CREEK,12/13,11,22,27,2.00,0.45,2.45,12,4,MALL,GADW
ASH CREEK,12/14,7,1,1,0.14,,0.14,1,0,PNTL,
BUTTE VALLEY,12/10,6,14,14,2.33,,2.33,7,5,MALL,AMWI
BUTTE VALLEY,12/13,5,1,1,0.20,,0.20,1,0,GWTL,SHOV
BUTTE VALLEY,12/14,6,6,6,1.00,,1.00,2,2,MALL,
FINNEY-RAMER,12/12,5,7,7,1.40,,1.40,5,1,GWTL,CINT
FINNEY-RAMER,12/13,9,11,11,1.22,,1.22,8,2,GWTL,SHOV
FINNEY-RAMER,12/14,3,7,7,2.33,,2.33,5,2,GWTL,SHOV
COLUSA,12/10,57,182,204,3.19,0.39,3.58,72,29,MALL,GADW
COLUSA,12/13,86,312,320,3.63,0.09,3.72,59,56,MALL,SHOV
COLUSA,12/14,72,92,96,1.28,0.06,1.33,22,22,MALL,GWTL
GADWALL (NO.GL),12/10,25,52,52,2.08,,2.08,17,17,GWTL,SHOV
GADWALL (NO.GL),12/13,29,96,96,3.31,,3.31,49,21,GWTL,SHOV
GADWALL (NO.GL),12/14,34,42,48,1.24,0.18,1.41,15,10,GWTL,SHOV
GRAY LODGE,12/10,126,272,294,2.16,0.17,2.33,96,46,MALL,SHOV
GRAY LODGE,12/13,202,385,413,1.91,0.14,2.04,103,96,SHOV,MALL
GRAY LODGE,12/14,141,126,136,0.89,0.07,0.96,26,20,MALL,SHOV
GRIZZLY ISLAND,12/10,99,120,120,1.21,,1.21,53,18,SHOV,MALL
GRIZZLY ISLAND,12/13,142,242,249,1.70,0.05,1.75,78,48,GWTL,SHOV
GRIZZLY ISLAND,12/14,94,83,83,0.88,,0.88,24,18,MALL,GWTL
JOICE ISLAND,12/14,4,18,18,4.50,,4.50,18,0,MALL,
HONEY LAKE-DAKIN,12/10,27,51,68,1.89,0.63,2.52,21,13,MALL,GWTL
HONEY LAKE-DAKIN,12/13,27,47,55,1.74,0.30,2.04,22,6,MALL,AMWI
HONEY LAKE-DAKIN,12/14,16,11,11,0.69,,0.69,7,2,SHOV,GWTL
HONEY LAKE-FLEMING,12/10,26,23,24,0.88,0.04,0.92,14,3,MALL,AMWI
HONEY LAKE-FLEMING,12/13,46,58,67,1.26,0.20,1.46,33,15,MALL,AMWI
HONEY LAKE-FLEMING,12/14,42,9,14,0.21,0.12,0.33,3,3,MALL,SHOV
HOWARD SLOUGH (UBB),12/10,38,83,102,2.18,0.50,2.68,38,11,MALL,AMWI
HOWARD SLOUGH (UBB),12/13,67,124,125,1.85,0.01,1.87,67,21,MALL,AMWI
HOWARD SLOUGH (UBB),12/14,29,32,32,1.10,,1.10,6,6,MALL,AMWI
KESTERSON,12/10,45,89,94,1.98,0.11,2.09,36,17,SHOV,MALL
KESTERSON,12/13,46,92,92,2.00,,2.00,58,16,GWTL,SHOV
KESTERSON,12/14,48,56,59,1.17,0.06,1.23,43,5,GWTL,GADW
LITTLE DRY CR. (UBB),12/10,79,284,313,3.59,0.37,3.96,129,59,MALL,AMWI
LITTLE DRY CR. (UBB),12/13,95,349,361,3.67,0.13,3.80,154,50,MALL,AMWI
LITTLE DRY CR. (UBB),12/14,87,197,208,2.26,0.13,2.39,68,36,MALL,GWTL
LLANO SECO (UBB),12/10,33,115,116,3.48,0.03,3.52,33,28,AMWI,MALL
LLANO SECO (UBB),12/13,36,134,134,3.72,,3.72,45,26,MALL,GADW
LLANO SECO (UBB),12/14,31,72,73,2.32,,2.35,16,16,MALL,SHOV
LOS BANOS,12/10,59,149,152,2.53,0.05,2.58,66,22,MALL,SHOV
LOS BANOS,12/13,127,170,173,1.34,0.02,1.36,77,33,GWTL,MALL
LOS BANOS,12/14,80,88,101,1.10,0.16,1.26,47,12,GWTL,MALL
MENDOTA,12/10,107,270,282,2.52,0.11,2.64,102,48,GWTL,MALL
MENDOTA,12/13,298,620,625,2.08,0.02,2.10,327,69,GWTL,MALL
MENDOTA,12/14,172,133,137,0.77,0.02,0.80,33,25,MALL,GWTL
MERCED,12/10,28,87,93,3.11,0.21,3.32,53,11,MALL,GADW
MERCED,12/13,33,86,88,2.61,0.06,2.67,41,15,MALL,GWTL
NORTH FRIETAS,12/10,6,11,11,1.83,,1.83,8,3,MALL,GWTL
NORTH FRIETAS,12/13,19,80,80,4.21,,4.21,45,28,GWTL,MALL
NORTH FRIETAS,12/14,12,20,20,1.67,,1.67,12,6,GWTL,MALL
SOUTH FRIETAS,12/10,7,11,14,1.57,0.43,2.00,7,3,MALL,AMWI
SOUTH FRIETAS,12/13,14,28,28,2.00,,2.00,16,9,MALL,GWTL
SOUTH FRIETAS,12/14,14,10,10,0.71,,0.71,5,4,GWTL,CINT
SALT SLOUGH (NO.GL),12/10,21,57,57,2.71,,2.71,30,14,MALL,SHOV
SALT SLOUGH (NO.GL),12/13,51,54,54,1.06,,1.06,19,15,GWTL,MALL
SALT SLOUGH (NO.GL),12/14,28,23,23,0.82,,0.82,15,2,GWTL,MALL
SALTON SEA NWR,12/10,8,9,12,1.13,0.38,1.50,6,1,SHOV,GADW
SALTON SEA NWR,12/13,15,48,72,3.20,1.60,4.80,15,13,CINT,GWTL
SALTON SEA NWR,12/14,16,5,36,0.31,1.94,2.25,3,2,SHOV,PNTL
SAN JACINTO,12/10,85,218,222,2.56,0.05,2.61,59,58,SHOV,GWTL
SAN JACINTO,12/13,96,373,387,3.89,0.15,4.03,139,109,GWTL,SHOV
SAN LUIS,12/10,46,71,73,1.54,0.04,1.59,25,16,SHOV,MALL
SAN LUIS,12/13,96,286,288,2.98,0.02,3.00,189,33,GWTL,MALL
SAN LUIS,12/14,57,103,104,1.81,0.02,1.82,78,9,GWTL,SHOV
SHASTA VALLEY,12/10,24,25,25,1.04,,1.04,11,6,GWTL,MALL
SHASTA VALLEY,12/13,22,54,54,2.45,,2.45,17,16,RNDU,MALL
SHASTA VALLEY,12/14,34,17,17,0.50,,0.50,10,3,MALL,RNDU
VOLTA,12/10,11,12,37,1.09,2.27,3.36,10,2,MALL,SHOV
VOLTA,12/13,44,73,98,1.66,0.57,2.23,24,24,MALL,GWTL
VOLTA,12/14,19,15,40,0.79,0.05,2.11,5,4,MALL,GWTL
WILLOW CREEK,12/10,5,11,13,2.20,0.40,2.60,5,5,MALL,AMWI
WILLOW CREEK,12/13,4,6,6,1.50,,1.50,3,2,AMWI,GWTL
WILLOW CREEK,12/14,3,0,1,,0.33,0.33,0,0,,
WISTER,12/10,108,467,508,4.32,0.38,4.70,171,82,AMWI,GADW
WISTER,12/13,178,713,868,4.01,0.87,4.88,218,176,GWTL,AMWI
WISTER,12/14,102,182,228,1.78,0.45,2.24,51,51,AMWI,SHOV
YOLO,12/10,75,144,165,1.92,0.28,2.20,38,32,SHOV,PNTL
YOLO,12/13,99,167,167,1.69,,1.69,39,28,SHOV,GWTL
YOLO,12/14,87,130,144,1.50,0.16,1.66,27,24,RUDD,SHOV
WEST BEAR CREEK,12/10,18,48,48,2.67,,2.67,27,8,MALL,WDDU
WEST BEAR CREEK,12/13,37,101,102,2.73,0.03,2.76,46,31,GWTL,MALL
WEST BEAR CREEK,12/14,21,30,30,1.43,,1.43,18,8,GWTL,MALL
CHINA ISLAND (NO.GL),12/17,11,22,22,2.00,,2.00,10,7,GWTL,MALL
CHINA ISLAND (NO.GL),12/20,43,60,62,1.40,0.05,1.44,26,13,GWTL,MALL
CHINA ISLAND (NO.GL),12/21,25,14,14,0.56,,0.56,5,4,GWTL,CINT
ASH CREEK,12/17,8,11,11,1.38,,1.38,4,2,GWTL,AMWI
ASH CREEK,12/20,8,9,9,1.13,,1.13,5,2,MALL,AMWI
ASH CREEK,12/21,7,6,6,0.86,,0.86,3,3,MALL,AMWI
BUTTE VALLEY,12/17,3,0,0,,,,0,0,,
BUTTE VALLEY,12/20,12,9,10,0.75,0.08,0.83,5,4,GWTL,MALL
BUTTE VALLEY,12/21,,16,16,2.00,,2.00,5,4,GWTL,MALL
FINNEY-RAMER,12/17,1,0,0,,,,0,0,,
FINNEY-RAMER,12/19,2,9,9,4.50,,4.50,4,3,GWTL,CINT
FINNEY-RAMER,12/20,3,10,10,3.33,,3.33,5,4,GWTL,SHOV
FINNEY-RAMER,12/21,1,0,9,,,,0,0,,
COLUSA,12/17,65,158,159,2.43,0.02,2.45,45,40,MALL,GADW
COLUSA,12/20,123,186,189,1.51,0.02,1.54,51,50,MALL,GADW
COLUSA,12/21,56,104,107,1.86,0.05,1.91,31,17,MALL,SHOV
GADWALL (NO.GL),12/17,15,32,32,2.13,,2.13,20,7,GWTL,SHOV
GADWALL (NO.GL),12/20,28,105,108,3.75,0.11,3.86,47,30,GWTL,SHOV
GADWALL (NO.GL),12/21,25,26,26,1.04,,1.04,17,3,GWTL,SHOV
GRAY LODGE,12/17,106,230,239,2.17,0.08,2.25,57,41,MALL,SHOV
GRAY LODGE,12/20,328,294,303,0.90,0.03,0.92,107,55,MALL,SHOV
GRAY LODGE,12/21,159,156,174,0.98,0.11,1.09,48,31,SHOV,MALL
GRIZZLY ISLAND,12/17,91,213,217,2.34,0.04,2.38,94,37,GWTL,SHOV
GRIZZLY ISLAND,12/20,179,1008,1016,5.63,0.04,5.68,797,79,SHOV,GWTL
GRIZZLY ISLAND,12/21,102,61,61,0.60,,0.60,20,15,SHOV,GWTL
JOICE ISLAND,12/21,10,16,16,1.60,,1.60,7,5,MALL,CINT
HONEY LAKE-DAKIN,12/17,26,44,47,1.69,0.12,1.81,24,10,MALL,GWTL
HONEY LAKE-DAKIN,12/20,51,50,66,0.98,0.31,1.29,27,7,MALL,GWTL
HONEY LAKE-DAKIN,12/21,24,28,32,1.17,0.17,1.33,14,5,MALL,PNTL
HONEY LAKE-FLEMING,12/17,38,4,5,0.11,0.03,0.13,2,1,MALL,AMWI
HONEY LAKE-FLEMING,12/20,26,46,48,1.77,0.08,1.85,33,7,MALL,GADW
HONEY LAKE-FLEMING,12/21,22,23,23,1.05,,1.05,15,4,MALL,PNTL
HOWARD SLOUGH (UBB),12/17,33,73,74,2.21,0.03,2.24,29,17,MALL,SHOV
HOWARD SLOUGH (UBB),12/20,69,158,160,2.29,0.03,2.32,65,32,GWTL,MALL
HOWARD SLOUGH (UBB),12/21,51,89,90,1.75,0.02,1.76,26,17,MALL,GWTL
KERN,12/17,79,201,202,2.54,0.01,2.56,65,46,SHOV,GADW
KERN,12/20,113,260,260,2.30,,2.30,74,48,SHOV,GWTL
KERN,12/21,0,0,0,,,,0,0,,
KESTERSON,12/17,41,77,83,1.88,0.15,2.02,49,9,GWTL,SHOV
KESTERSON,12/20,57,116,117,2.04,0.02,2.05,64,23,GWTL,SHOV
KESTERSON,12/21,52,49,50,0.94,0.02,0.96,17,8,GWTL,MALL
LITTLE DRY CR. (UBB),12/17,74,226,231,3.05,0.07,3.12,99,29,MALL,AMWI
LITTLE DRY CR. (UBB),12/20,107,290,295,2.71,0.05,2.76,104,58,MALL,GWTL
LITTLE DRY CR. (UBB),12/21,71,180,183,2.54,0.04,2.58,75,24,MALL,AMWI
LLANO SECO (UBB),12/17,34,44,44,1.29,,1.29,13,12,MALL,AMW
LLANO SECO (UBB),12/20,77,161,166,2.09,0.06,2.16,58,36,GWTL,MALL
LLANO SECO (UBB),12/21,46,119,121,2.59,0.04,2.63,43,20,MALL,AMWI
LOS BANOS,12/17,56,111,117,1.98,0.11,2.09,42,34,MALL,GWTL
LOS BANOS,12/20,139,204,207,1.47,0.02,1.49,57,57,MALL,GWTL
LOS BANOS,12/21,107,89,95,0.83,0.06,0.89,34,21,GWTL,MALL
MENDOTA,12/17,127,158,161,1.24,0.02,1.27,34,31,GWTL,SHOV
MENDOTA,12/20,296,414,414,1.40,,1.40,137,85,GWTL,MALL
MENDOTA,12/21,139,90,93,0.65,0.02,0.67,21,16,MALL,GWTL
MERCED,12/17,25,59,61,2.36,0.08,2.44,16,15,MALL,GWTL
MERCED,12/20,32,76,76,2.38,,2.38,29,11,MALL,SHOV
NORTH FRIETAS,12/17,16,56,56,3.50,,3.50,43,13,GWTL,MALL
NORTH FRIETAS,12/20,29,79,79,2.72,,2.72,53,21,GWTL,MALL
NORTH FRIETAS,12/21,11,20,20,1.82,,1.82,13,5,GWTL,MALL
SOUTH FRIETAS,12/17,6,5,5,0.83,,0.83,3,2,GWTL,MALL
SOUTH FRIETAS,12/20,13,45,45,3.46,,3.46,26,12,GWTL,MALL
SOUTH FRIETAS,12/21,10,27,27,2.70,,2.70,22,4,GWTL,MALL
SALT SLOUGH (NO.GL),12/17,20,42,42,2.10,,2.10,12,12,MALL,GWTL
SALT SLOUGH (NO.GL),12/20,74,88,88,1.19,,1.19,50,17,MALL,GWTL
SALT SLOUGH (NO.GL),12/21,46,51,51,1.11,,1.11,20,15,MALL,GWTL
SACRAMENTO,12/17,98,166,176,1.69,0.10,1.80,48,41,MALL,SHOV
SACRAMENTO,12/20,155,142,179,0.92,0.24,1.15,35,30,SHOV,MALL
SACRAMENTO,12/21,190,254,305,1.34,0.11,1.61,53,47,SHOV,MALL
SAN LUIS,12/17,37,135,135,3.65,,3.65,100,15,GWTL,MALL
SAN LUIS,12/20,122,289,291,2.37,0.02,2.39,199,29,GWTL,MALL
SAN LUIS,12/21,72,134,135,1.86,0.01,1.88,75,33,GWTL,MALL
SHASTA VALLEY,12/17,13,38,38,2.92,,2.92,25,4,MALL,GWTL
SHASTA VALLEY,12/20,31,53,58,1.71,0.16,1.87,33,5,MALL,AMWI
SHASTA VALLEY,12/21,27,15,34,0.56,0.70,1.26,4,2,MALL,AMWI
SUTTER,12/17,54,91,91,1.69,,1.69,35,15,MALL,AMWI
SUTTER,12/20,97,75,93,0.77,0.19,0.96,22,15,MALL,AMWI
SUTTER,12/21,78,107,108,1.37,0.01,1.38,31,23,MALL,SHOV
VOLTA,12/17,31,36,103,1.16,,3.32,11,8,GWTL,MALL
VOLTA,12/20,50,112,161,2.24,0.06,3.22,41,26,GWTL,MALL
VOLTA,12/21,18,10,55,0.56,,3.06,5,2,CINT,GWTL
WILLOW CREEK,12/17,5,8,8,1.60,,1.60,3,3,MALL,AMWI
WILLOW CREEK,12/20,4,10,10,2.50,,2.50,6,2,MALL,AMWI
WILLOW CREEK,12/21,4,12,12,3.00,,3.00,5,5,MALL,GADW
WISTER,12/17,79,375,401,4.75,0.33,5.08,91,89,GWTL,AMWI
WISTER,12/20,230,747,783,3.25,0.16,3.40,261,150,GWTL,AMWI
WISTER,12/21,134,178,206,1.33,0.21,1.54,46,43,GWTL,SHOV
YOLO,12/17,97,121,125,1.25,0.04,1.29,34,21,RUDD,SHOV
YOLO,12/20,125,205,213,1.64,0.03,1.70,47,42,GWTL,RUDD
YOLO,12/21,101,62,65,0.61,0.03,0.64,12,9,GWTL,BUFH
WEST BEAR CREEK,12/17,15,68,69,4.53,0.07,4.60,53,6,GWTL,MALL
WEST BEAR CREEK,12/20,36,63,66,1.75,,1.83,25,17,GWTL,MALL
WEST BEAR CREEK,12/21,25,61,62,2.44,0.04,2.48,26,19,MALL,GWTL
